"";"month.of.tweet";"day.of.tweet";"day.of.week";"hour.of.tweet";"period.of.tweet";"text";"route";"routetype";"disrupt";"disrupt_reason";"reasongroup"
"3474";"1";"22";"Monday";"19";"Evening Rush";"504 king diverting eastbound via roncesvalles queen spadina and westbound via shaw queen due to collision at king and shaw. ";"504";"streetcar";"detour";"to collision at king and shaw";"collision on the road"
"3475";"1";"22";"Monday";"17";"Evening Rush";"85 sheppard diverting westbound via pharmacy huntingwood victoria park due to collision at pharmacy and sheppard. ";"85";"bus";"detour";"to collision at pharmacy and sheppard";"collision on the road"
"3476";"1";"22";"Monday";"17";"Evening Rush";"167 pharmacy north diverting northbound via victoria park old sheppard due to collision at pharmacy and sheppard. ";"167";"bus";"detour";"to collision at pharmacy and sheppard";"collision on the road"
"3477";"1";"22";"Monday";"17";"Evening Rush";"30 lambton and 40 junction diverting both ways via runnymede st john's due to working fire on dundaswest of runnymede. ";"30";"bus";"detour";"to working fire on dundaswest of runnymede";"fire"
"3478";"1";"22";"Monday";"17";"Evening Rush";"30 lambton and 40 junction diverting both ways via runnymede st john's due to working fire on dundaswest of runnymede. ";"40";"bus";"detour";"to working fire on dundaswest of runnymede";"fire"
"3479";"1";"22";"Monday";"17";"Evening Rush";"line 1 service holding northbound at st clair station due to medical emergency on board train. ";"line 1";"subway";"delay";"to medical emergency on board train";"medical"
"3480";"1";"22";"Monday";"15";"Midday";"line 3 service holding southbound at scarborough town centre station due to mechanical issue with train. ";"line 3";"subway";"delay";"to mechanical issue with train";"mechanical"
"3481";"1";"22";"Monday";"15";"Midday";"506 carlton diverting eastbound via ossington dundas bathurst due to emergency vehicles blocking roadway at college and ossington. ";"506";"streetcar";"detour";"to emergency vehicles blocking roadway at college and ossington";"blockage on the road/rail"
"3482";"1";"22";"Monday";"13";"Midday";"trains holding both ways on line 1 at spadina station due to toronto fire investigation. response personnel have been dispatched to scene. ";"line 1";"subway";"delay";"to toronto fire investigation";"fire"
"3483";"1";"22";"Monday";"12";"Midday";"505 dundas and 504 king turning back westbound via broadview dundas parliament due to mechanical issue on board streetcar at broadview and dundas. ";"505";"streetcar";"no service";"to mechanical issue on board streetcar at broadview and dundas";"mechanical"
"3484";"1";"22";"Monday";"12";"Midday";"505 dundas and 504 king turning back westbound via broadview dundas parliament due to mechanical issue on board streetcar at broadview and dundas. ";"504";"streetcar";"no service";"to mechanical issue on board streetcar at broadview and dundas";"mechanical"
"3485";"1";"22";"Monday";" 6";"Morning Rush";"trains holding northbound on line 1 at bloor-yonge station due to emergency alarm activated on board train. response personnel en route. ";"line 1";"subway";"delay";"to emergency alarm activated on board train";"emergency alarm"
